"","Gene","SLE001h","SLE002h","SLE004h","SLE005h","SLE006h","SLE007h","SLE008h","SLE010h","SLE011h","SLE012h","SLE013h","SLE014h","SLE015h","SLE016h"
"49057","SEC61A1",553,654,1044,761,855,679,679,1378,1134,854,1075,1233,637,448
"49058","SEC61A2",17,35,66,41,25,31,18,52,31,64,67,80,31,11
"49059","SEC61B",170,231,308,171,302,165,213,434,372,246,341,383,235,169
"49060","SEC61G",64,101,138,99,140,91,86,207,120,138,159,168,98,52
"49061","SEC62",553,704,747,575,773,460,545,899,872,892,724,1755,777,1076
"49062","SEC62-AS1",0,1,1,1,1,0,0,1,0,3,0,0,1,0
"49063","SEC63",120,232,392,190,273,209,141,429,329,428,420,543,282,154
"49064","SEC63P1",1,0,1,0,1,0,0,0,0,1,0,2,1,1
"49065","SEC63P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49066","SECISBP2",157,479,632,363,381,341,216,566,415,604,582,813,391,174
"49067","SECISBP2L",71,268,427,266,423,284,111,581,333,470,454,761,341,145
"49068","SECTM1",1320,2041,2051,1214,1559,1385,1725,2064,2481,1201,2586,2682,1147,1163
"49069","SEH1L",39,54,109,68,79,63,39,115,101,104,93,140,81,47
"49070","SEL1L",303,863,1142,613,1155,568,308,1484,1411,1134,1211,2062,972,521
"49071","SEL1L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49072","SEL1L3",478,242,646,384,279,416,282,933,364,720,423,576,335,186
"49073","SELE",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"49074","SELENBP1",1062,574,90,318,492,446,1143,128,806,198,291,359,363,1885
"49075","SELENOF",723,803,903,591,820,618,513,1021,1214,986,1002,1419,723,487
"49076","SELENOH",69,117,142,107,148,104,144,186,128,161,191,153,91,45
"49077","SELENOI",21,97,155,85,133,66,32,211,78,182,144,239,90,31
"49078","SELENOK",167,290,243,166,257,185,231,316,275,279,283,319,193,423
"49079","SELENOKP1",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"49080","SELENOKP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49081","SELENOKP3",0,0,0,0,0,0,0,1,0,2,1,0,0,0
"49082","SELENOM",2,17,25,24,30,44,17,21,15,40,28,36,29,11
"49083","SELENON",99,124,184,156,146,182,176,197,260,171,258,186,130,70
"49084","SELENOO",177,170,211,243,133,168,199,240,221,154,181,225,130,54
"49085","SELENOP",8,5,2,1,3,0,1,4,1,6,4,11,0,2
"49086","SELENOS",100,122,187,102,162,99,116,254,155,141,176,228,89,65
"49087","SELENOT",395,428,546,321,504,330,269,602,695,471,552,786,386,274
"49088","SELENOTP1",0,0,0,0,0,0,0,0,1,1,0,0,0,0
"49089","SELENOTP2",0,0,0,0,0,0,0,0,1,1,0,0,0,0
"49090","SELENOV",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49091","SELENOW",132,188,294,225,374,211,245,341,296,306,298,363,204,136
"49092","SELENOWP1",2,4,10,0,4,4,3,7,8,5,3,3,1,0
"49093","SELL",9652,23633,10796,6257,10055,5819,3676,17167,23263,10059,16134,29854,7807,11367
"49094","SELP",38,83,58,69,44,68,92,64,99,60,60,145,81,37
"49095","SELPLG",4114,3834,4317,3576,3751,3918,3283,4915,7602,3332,4835,7834,2818,3079
"49096","SEM1",73,142,177,107,166,114,113,210,151,146,180,215,117,66
"49097","SEM1P1",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"49098","SEMA3A",0,1,2,0,1,1,1,0,2,4,2,5,1,1
"49099","SEMA3B",4,18,7,4,4,5,4,14,3,2,11,23,7,3
"49100","SEMA3B-AS1",0,0,1,0,0,0,0,2,0,1,0,0,0,0
"49101","SEMA3C",18,45,48,32,17,33,15,89,40,65,69,183,54,18
"49102","SEMA3D",2,0,0,0,0,0,1,0,0,0,0,0,0,0
"49103","SEMA3E",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49104","SEMA3F",0,0,2,0,0,0,0,0,0,1,0,1,0,0
"49105","SEMA3F-AS1",13,22,40,19,16,4,12,27,21,52,26,24,17,5
"49106","SEMA3G",2,3,17,12,5,5,8,16,4,9,14,6,5,4
"49107","SEMA4A",1260,887,897,731,854,633,476,1043,1951,868,1198,1807,748,568
"49108","SEMA4B",356,592,646,528,379,460,342,866,804,497,635,1198,456,335
"49109","SEMA4C",8,64,217,212,141,140,115,186,96,123,142,223,85,17
"49110","SEMA4D",614,3210,3232,2054,1849,2077,1084,3685,2764,2800,2625,5053,1934,1088
"49111","SEMA4F",3,21,54,38,40,50,28,53,35,56,47,51,21,15
"49112","SEMA4G",1,3,16,16,16,12,2,16,4,25,14,24,14,3
"49113","SEMA5A",0,0,16,4,2,3,0,3,2,2,8,3,1,0
"49114","SEMA5A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49115","SEMA5B",0,1,1,1,0,0,0,0,0,0,0,0,0,0
"49116","SEMA6A",3,11,6,12,4,7,7,17,6,21,14,14,8,0
"49117","SEMA6A-AS1",3,0,7,4,6,5,6,4,2,12,7,11,5,1
"49118","SEMA6A-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49119","SEMA6B",72,13,3,2,0,12,15,9,15,4,4,6,16,2
"49120","SEMA6C",3,4,10,30,4,25,12,10,14,25,11,14,12,2
"49121","SEMA6D",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"49122","SEMA7A",16,32,73,80,63,77,90,96,96,55,86,93,52,24
"49123","SEMG1",0,1,2,1,2,1,0,2,4,7,3,1,2,0
"49124","SEMG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49125","SENCR",12,32,23,13,17,16,19,25,37,16,31,31,17,19
"49126","SENP1",27,124,198,85,154,83,49,238,158,138,170,263,109,53
"49127","SENP2",86,249,264,157,191,142,89,351,234,250,270,457,171,88
"49128","SENP3",30,58,87,51,61,48,42,95,52,82,97,97,41,23
"49129","SENP3-EIF4A1",0,1,2,2,1,0,2,2,1,1,0,1,0,0
"49130","SENP5",41,209,312,181,210,146,107,362,236,241,292,411,197,72
"49131","SENP6",254,703,849,516,702,468,274,845,814,861,849,1591,678,320
"49132","SENP7",66,248,367,182,268,185,86,428,286,455,438,915,356,108
"49133","SENP8",3,6,11,7,6,3,2,7,7,9,12,6,7,5
"49134","SEPHS1",71,50,109,90,87,69,45,144,101,135,114,141,54,47
"49135","SEPHS1P1",0,0,0,0,1,0,0,0,0,0,0,0,0,1
"49136","SEPHS1P4",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"49137","SEPHS1P6",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"49138","SEPHS1P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49139","SEPHS2",385,446,494,348,460,305,290,524,531,382,605,767,422,332
"49140","SEPHS2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49141","SEPSECS",13,72,166,72,95,57,38,144,83,147,152,222,83,32
"49142","SEPSECS-AS1",12,23,20,15,23,16,12,15,20,16,12,41,7,12
"49143","SEPT1",69,322,655,614,507,506,486,612,366,638,565,568,343,132
"49144","SEPT10",12,16,16,14,11,7,14,21,27,17,13,41,14,9
"49145","SEPT10P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49146","SEPT11",33,107,260,142,222,127,136,209,207,223,201,319,120,88
"49147","SEPT12",0,0,0,0,0,0,0,0,1,0,0,0,1,0
"49148","SEPT14",0,0,0,0,0,0,1,0,1,1,1,0,0,0
"49149","SEPT14P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49150","SEPT14P12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49151","SEPT14P17",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49152","SEPT14P19",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49153","SEPT14P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49154","SEPT14P24",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49155","SEPT14P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49156","SEPT14P4",0,0,1,0,0,0,0,0,0,0,1,0,0,0
"49157","SEPT14P8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49158","SEPT2",488,974,1553,899,1132,822,637,1622,1643,1397,1443,2069,1040,660
"49159","SEPT2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49160","SEPT3",0,1,0,0,2,1,3,1,1,6,4,1,1,1
"49161","SEPT4",20,41,28,10,19,9,19,43,20,10,46,56,19,9
"49162","SEPT4-AS1",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"49163","SEPT5",91,150,79,154,53,154,216,85,178,121,65,68,162,78
"49164","SEPT6",300,889,1364,965,747,1045,759,1489,967,1847,1108,1860,770,397
"49165","SEPT7",356,865,1271,711,1250,715,505,1338,1327,1258,1201,1987,991,671
"49166","SEPT7-AS1",4,4,7,8,7,6,6,9,5,21,9,20,8,0
"49167","SEPT7P1",2,0,0,0,0,0,0,0,1,0,2,0,0,1
"49168","SEPT7P2",8,42,75,39,50,43,19,66,38,67,47,65,40,6
"49169","SEPT7P3",1,0,1,1,0,0,0,0,2,2,0,1,0,1
"49170","SEPT7P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49171","SEPT7P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49172","SEPT7P6",0,0,1,0,0,0,1,0,1,0,0,0,2,0
"49173","SEPT7P7",0,1,0,1,0,0,0,1,1,0,1,1,0,0
"49174","SEPT7P8",0,4,4,2,0,1,0,3,1,0,0,4,0,0
"49175","SEPT7P9",2,0,1,1,0,0,0,0,0,0,1,0,0,1
"49176","SEPT8",9,31,51,45,75,45,52,77,40,52,72,62,49,16
"49177","SEPT9",801,1728,3212,2967,2609,2873,2555,3448,3276,2998,2912,3600,1879,1193
"49178","SERAC1",31,48,52,56,40,33,15,73,45,57,67,73,37,23
"49179","SERBP1",291,577,918,516,754,559,438,1048,949,860,893,1342,612,445
"49180","SERBP1P1",0,1,1,0,2,2,7,0,1,1,2,0,0,1
"49181","SERBP1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49182","SERBP1P3",0,1,0,0,0,0,0,1,0,1,0,1,0,0
"49183","SERBP1P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49184","SERBP1P5",0,0,0,1,0,0,0,1,1,0,1,0,0,0
"49185","SERBP1P6",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"49186","SERF1A",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"49187","SERF1AP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49188","SERF1B",0,1,2,2,0,0,0,2,0,1,2,0,0,2
"49189","SERF2",1762,1469,1243,1438,1937,1424,1953,1449,2307,1084,1244,1721,1350,1549
"49190","SERGEF",24,26,51,47,66,29,53,57,54,50,63,50,45,15
"49191","SERHL",0,0,0,2,1,2,0,0,0,0,1,1,1,0
"49192","SERHL2",1,4,8,8,5,11,4,14,0,18,6,10,5,0
"49193","SERINC1",957,2078,2191,1198,2004,1335,699,2448,3090,2454,2225,4364,2165,1352
"49194","SERINC2",341,54,17,26,59,9,92,46,17,20,26,111,13,9
"49195","SERINC3",674,1111,1276,776,1110,749,491,1393,1640,1278,1237,2144,1169,689
"49196","SERINC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49197","SERINC5",64,261,331,207,200,258,121,306,356,481,362,672,336,94
"49198","SERP1",811,1148,1341,962,1136,848,829,1386,1838,1255,1454,2015,1104,739
"49199","SERP2",0,0,0,1,1,1,3,3,2,1,0,0,0,0
"49200","SERPINA1",9540,9165,7448,6187,7182,4846,5056,10857,22654,6966,9229,13870,8315,6429
"49201","SERPINA10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49202","SERPINA11",0,0,0,0,0,0,0,1,0,0,0,1,0,1
"49203","SERPINA12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49204","SERPINA13P",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49205","SERPINA15P",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49206","SERPINA2",1,1,0,1,0,2,0,0,1,0,1,0,1,0
"49207","SERPINA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49208","SERPINA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49209","SERPINA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49210","SERPINA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49211","SERPINA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49212","SERPINA7P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49213","SERPINA9",0,0,0,0,0,0,1,0,0,0,0,1,0,0
"49214","SERPINB1",2943,2546,2445,1208,2340,1014,999,2573,3699,1867,2752,2763,2019,1581
"49215","SERPINB10",116,12,4,4,29,1,1,60,27,10,33,44,21,13
"49216","SERPINB11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49217","SERPINB12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49218","SERPINB13",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"49219","SERPINB2",14,7,11,7,24,2,4,12,30,8,17,28,24,0
"49220","SERPINB3",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"49221","SERPINB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49222","SERPINB5",0,0,0,0,0,0,0,0,0,0,4,1,0,0
"49223","SERPINB6",234,300,482,247,491,210,385,408,627,333,471,504,334,176
"49224","SERPINB7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49225","SERPINB8",189,181,239,124,176,94,93,295,351,160,205,348,217,116
"49226","SERPINB8P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49227","SERPINB9",90,481,731,396,822,326,232,705,507,409,932,713,329,192
"49228","SERPINB9P1",2,31,60,36,23,26,20,67,25,31,34,47,13,8
"49229","SERPINC1",0,0,2,2,0,1,2,4,3,2,0,0,0,0
"49230","SERPIND1",0,1,0,0,1,0,0,2,0,0,1,1,3,0
"49231","SERPINE1",9,16,1,11,2,5,6,6,8,2,9,20,6,6
"49232","SERPINE2",5,19,21,9,8,12,15,11,8,28,17,31,12,9
"49233","SERPINE3",0,2,2,0,0,0,0,2,0,1,3,1,1,1
"49234","SERPINE4P",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49235","SERPINF1",10,45,86,33,32,30,24,62,74,76,48,96,21,17
"49236","SERPINF2",5,9,7,8,8,4,5,10,12,10,7,13,4,6
"49237","SERPING1",19,894,771,115,269,160,296,1296,57,60,1159,1172,43,108
"49238","SERPINH1",6,14,34,39,27,28,28,22,24,35,32,48,16,13
"49239","SERPINH1P1",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"49240","SERPINI1",1,10,25,13,25,12,26,29,17,27,22,37,13,23
"49241","SERPINI2",1,0,3,1,2,1,2,4,4,1,3,2,1,0
"49242","SERTAD1",53,103,117,63,97,41,103,157,151,59,93,155,85,50
"49243","SERTAD2",157,218,379,241,329,300,184,383,375,464,301,703,301,141
"49244","SERTAD3",101,173,200,126,181,106,126,242,234,162,165,232,106,82
"49245","SERTAD4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49246","SERTAD4-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49247","SERTM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49248","SERTM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49249","SESN1",86,210,210,165,133,261,144,156,151,261,244,294,146,143
"49250","SESN2",171,98,139,119,129,101,83,188,162,75,95,157,122,69
"49251","SESN3",603,1081,777,465,809,758,741,1002,1154,1004,1310,1965,786,991
"49252","SESTD1",91,225,280,80,157,112,88,355,155,173,296,536,144,85
"49253","SET",250,531,964,685,805,629,618,992,961,884,929,1239,646,438
"49254","SETBP1",6,44,109,49,156,53,27,144,22,78,81,112,29,28
"49255","SETD1A",58,87,215,180,122,207,163,246,137,214,161,203,123,62
"49256","SETD1B",138,575,676,593,410,527,279,795,630,690,560,1068,437,178
"49257","SETD2",241,814,1077,538,842,592,359,1224,803,1102,988,1561,760,356
"49258","SETD3",172,262,353,208,296,210,178,400,411,318,326,437,255,165
"49259","SETD4",15,81,113,66,91,61,56,130,68,109,132,144,70,19
"49260","SETD5",154,414,739,410,429,423,230,784,457,641,646,862,445,163
"49261","SETD6",11,37,71,50,38,46,22,59,36,84,57,74,38,11
"49262","SETD6P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49263","SETD7",112,106,194,126,216,114,123,207,298,182,260,290,180,93
"49264","SETD8P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49265","SETD9",7,2,4,7,3,8,4,17,8,22,6,4,25,13
"49266","SETDB1",122,229,360,212,235,213,119,386,274,324,335,440,220,122
"49267","SETDB2",32,119,256,136,139,121,82,270,136,252,225,301,142,60
"49268","SETMAR",8,16,27,25,14,23,12,41,21,23,45,47,21,10
"49269","SETP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49270","SETP10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49271","SETP11",0,1,0,0,0,0,0,0,0,1,3,0,0,0
"49272","SETP12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49273","SETP14",1,0,1,0,1,0,0,0,0,0,0,0,0,0
"49274","SETP15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49275","SETP16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49276","SETP17",1,1,1,0,0,0,1,2,1,0,2,0,0,1
"49277","SETP2",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"49278","SETP20",0,0,1,1,0,2,0,0,0,3,3,3,0,1
"49279","SETP21",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"49280","SETP22",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49281","SETP3",2,0,2,2,4,2,0,0,1,1,0,0,0,1
"49282","SETP4",0,0,2,0,0,0,0,0,0,1,0,0,0,1
"49283","SETP5",0,1,4,0,0,0,0,1,0,0,2,0,0,0
"49284","SETP6",0,0,0,0,0,1,1,0,0,0,1,1,0,0
"49285","SETP7",0,1,0,0,0,0,1,2,1,0,1,1,0,0
"49286","SETP8",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"49287","SETP9",0,0,3,0,2,0,0,2,0,5,0,1,2,0
"49288","SETSIP",2,0,1,1,0,4,3,0,0,0,0,0,1,0
"49289","SETX",449,2187,2900,1348,2123,1337,717,3529,1930,2344,2778,5598,1910,926
"49290","SEZ6",1,5,2,1,0,1,1,6,0,1,2,1,3,0
"49291","SEZ6L",3,11,10,13,22,24,9,11,13,30,17,29,13,2
"49292","SEZ6L2",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"49293","SF1",814,1488,1894,1446,1205,1342,1003,2069,1882,2132,1635,2429,1158,650
"49294","SF3A1",383,947,1132,882,850,957,698,1337,1392,1051,1109,1908,743,545
"49295","SF3A2",134,216,261,293,200,254,323,294,339,261,278,341,140,111
"49296","SF3A3",133,317,517,266,354,266,232,506,471,471,515,712,250,148
"49297","SF3A3P1",1,0,0,0,0,0,1,0,1,1,0,0,0,0
"49298","SF3A3P2",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"49299","SF3B1",1322,4046,5784,3240,4497,2957,1528,5862,4599,7663,5952,9807,4934,1301
"49300","SF3B2",696,1155,1672,1083,1198,955,930,1699,1742,1234,1537,2432,1056,682
"49301","SF3B3",235,449,909,519,685,560,423,1008,791,713,855,1095,471,323
"49302","SF3B4",210,252,372,304,283,252,264,398,468,269,338,477,227,163
"49303","SF3B5",255,233,341,302,297,221,283,404,414,268,363,343,211,203
"49304","SF3B6",203,375,362,153,312,132,171,451,461,297,400,709,287,235
"49305","SFI1",57,268,500,393,270,387,237,479,200,671,419,498,269,73
"49306","SFMBT1",5,49,82,84,60,85,33,101,66,103,77,123,54,24
"49307","SFMBT2",13,118,244,135,207,150,60,357,131,210,166,338,88,57
"49308","SFN",0,9,8,8,3,3,5,7,3,8,2,1,2,2
"49309","SFPQ",489,1048,1657,1179,1269,1139,758,2026,1431,1805,1854,2160,1121,563
"49310","SFPQP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49311","SFR1",16,29,42,24,39,27,19,47,47,39,48,85,28,20
"49312","SFR1P1",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"49313","SFR1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49314","SFRP1",1,3,0,0,0,0,0,3,1,0,1,1,2,1
"49315","SFRP2",26,10,5,7,5,14,9,2,7,7,19,22,7,32
"49316","SFRP4",1,0,0,0,0,0,0,1,0,0,1,1,0,0
"49317","SFRP5",0,9,3,3,0,5,0,6,5,21,1,7,0,0
"49318","SFSWAP",175,324,469,357,296,281,221,461,326,433,422,508,265,116
"49319","SFT2D1",203,423,399,185,287,150,129,510,343,263,374,639,249,163
"49320","SFT2D2",127,384,660,303,583,311,225,684,361,440,658,727,321,172
"49321","SFT2D3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49322","SFTA1P",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49323","SFTA2",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"49324","SFTA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49325","SFTPA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49326","SFTPA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49327","SFTPA3P",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49328","SFTPB",0,0,3,0,0,0,0,2,0,0,0,3,0,0
"49329","SFTPC",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49330","SFTPD",0,2,3,5,10,3,1,2,1,1,1,12,1,2
"49331","SFTPD-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49332","SFXN1",97,113,200,136,162,146,92,239,151,267,218,231,138,42
"49333","SFXN2",6,22,41,25,23,33,10,30,15,47,42,26,29,12
"49334","SFXN3",72,160,350,233,243,202,204,364,333,206,273,351,190,85
"49335","SFXN4",24,37,50,53,61,35,40,59,62,89,82,72,58,17
"49336","SFXN5",211,196,158,113,133,97,83,224,190,136,178,212,135,73
"49337","SGCA",0,0,5,3,0,1,1,3,0,4,1,3,2,0
"49338","SGCB",0,4,33,31,33,21,21,27,13,40,26,33,20,11
"49339","SGCD",0,0,4,6,1,2,0,0,4,0,4,2,3,0
"49340","SGCE",0,1,6,5,6,4,0,2,1,3,4,7,8,0
"49341","SGCG",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49342","SGCZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49343","SGF29",46,63,86,83,77,60,73,118,86,110,105,129,53,46
"49344","SGIP1",5,33,1,3,3,3,21,0,13,2,4,16,4,81
"49345","SGK1",171,734,1389,832,797,562,344,1042,1384,2667,817,2148,761,310
"49346","SGK2",0,1,1,3,0,2,0,1,2,0,1,2,1,0
"49347","SGK3",35,56,90,41,53,33,39,82,75,73,121,120,73,29
"49348","SGK494",4,24,39,15,13,10,6,31,9,47,32,41,22,3
"49349","SGMS1",78,159,150,106,167,103,83,235,197,174,208,351,164,107
"49350","SGMS1-AS1",4,23,43,25,42,13,16,53,28,47,41,59,25,23
"49351","SGMS2",220,102,83,36,122,53,42,121,169,115,253,132,85,119
"49352","SGO1",5,2,4,4,6,3,3,12,2,6,3,4,5,1
"49353","SGO1-AS1",1,6,5,1,3,1,3,4,4,2,2,4,0,3
"49354","SGO1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49355","SGO1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49356","SGO2",8,24,31,12,24,20,3,46,27,18,31,54,24,6
"49357","SGPL1",127,208,342,232,304,227,129,398,364,275,355,390,239,144
"49358","SGPP1",20,62,139,91,135,108,65,147,119,140,126,280,93,38
"49359","SGPP2",4,11,19,22,9,20,5,24,7,37,16,18,16,5
"49360","SGSH",270,235,323,348,203,241,208,378,271,416,341,422,208,81
"49361","SGSM1",0,10,23,18,33,18,5,35,8,14,29,24,3,4
"49362","SGSM2",93,199,417,403,235,312,251,452,259,498,375,458,264,37
"49363","SGSM3",6,13,27,28,12,14,22,24,14,41,19,26,15,1
"49364","SGTA",179,190,258,251,209,250,239,303,301,252,247,351,192,133
"49365","SGTB",159,177,266,144,196,155,85,281,310,343,224,506,238,96
"49366","SH2B1",121,255,486,433,266,400,309,455,223,462,428,520,271,50
"49367","SH2B2",86,134,106,170,69,113,122,199,230,107,103,167,85,53
"49368","SH2B3",214,627,1045,784,856,639,451,1347,1097,940,1031,1760,757,203
"49369","SH2D1A",5,110,327,187,325,205,101,368,218,233,278,387,170,96
"49370","SH2D1B",10,114,280,102,76,186,51,89,26,14,150,233,28,43
"49371","SH2D2A",16,93,209,166,235,121,111,172,123,57,155,232,68,38
"49372","SH2D3A",8,42,82,122,65,102,77,71,46,121,72,122,50,13
"49373","SH2D3C",378,804,883,817,814,546,632,1166,1028,683,895,1306,651,456
"49374","SH2D4A",11,5,2,3,0,5,0,4,6,0,0,2,2,9
"49375","SH2D4B",2,2,1,0,1,0,0,1,0,1,0,2,0,0
"49376","SH2D5",0,0,0,0,0,1,0,1,0,1,0,0,0,0
"49377","SH2D6",0,0,1,0,0,1,0,0,0,0,0,1,0,0
"49378","SH2D7",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"49379","SH3BGR",5,2,9,3,5,1,1,3,5,4,3,8,1,3
"49380","SH3BGRL",800,811,1122,704,1060,788,663,1258,1996,1136,1189,2362,965,713
"49381","SH3BGRL2",63,205,100,129,72,140,184,54,252,244,124,176,283,93
"49382","SH3BGRL3",2715,1795,2523,2719,2446,2165,3018,3035,4556,1873,2588,2857,1861,2277
"49383","SH3BP1",199,382,529,470,556,366,458,739,642,466,477,998,315,269
"49384","SH3BP2",873,1520,2216,1436,1603,1313,989,2636,1908,1594,2300,2737,1390,515
"49385","SH3BP4",5,7,18,13,11,12,3,5,31,17,26,14,17,12
"49386","SH3BP5",108,82,154,162,113,118,78,187,156,96,115,197,118,82
"49387","SH3BP5-AS1",34,103,209,99,92,101,37,193,70,258,126,244,119,17
"49388","SH3BP5L",424,552,420,451,419,351,356,667,724,303,436,761,431,364
"49389","SH3D19",1,2,3,0,0,6,2,1,1,3,2,4,2,0
"49390","SH3D21",3,12,19,24,22,6,6,40,12,19,28,36,9,3
"49391","SH3GL1",233,237,289,269,200,276,261,304,324,243,256,343,209,139
"49392","SH3GL1P1",4,3,7,6,4,7,2,9,2,1,8,12,3,0
"49393","SH3GL1P2",0,0,0,0,0,1,0,0,1,0,1,0,0,0
"49394","SH3GL1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49395","SH3GL2",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"49396","SH3GL3",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"49397","SH3GLB1",1646,1993,1397,669,1206,757,531,1574,2354,1332,1673,3029,1310,1235
"49398","SH3GLB2",247,317,403,462,348,409,451,525,365,445,488,458,295,343
"49399","SH3KBP1",775,1517,1623,948,1241,915,717,1740,2212,1349,1717,2713,1181,1018
"49400","SH3PXD2A",5,26,114,61,30,75,61,97,55,129,81,67,50,46
"49401","SH3PXD2A-AS1",0,0,0,2,0,1,1,0,0,1,0,0,1,0
"49402","SH3PXD2B",62,6,15,8,8,4,6,16,44,12,33,7,2,44
"49403","SH3RF1",5,9,20,14,16,18,7,29,25,22,12,24,10,7
"49404","SH3RF2",0,0,15,5,6,6,4,8,3,1,12,4,0,1
"49405","SH3RF3",33,35,15,22,5,12,6,15,39,54,34,52,35,9
"49406","SH3RF3-AS1",4,1,0,2,1,2,0,2,0,5,1,2,2,0
